Correct	Eps	Cds	T
1	0.634062983066426	1	1.63370585441589
1	0.181333910307016	0	1.51309490203857
1	0.785959393937348	1	1.5291759967804
1	0.632749762165356	1	1.51856994628906
1	0.726107983698669	1	1.51240992546082
1	0.446411308908722	0	1.48220300674438
0	0.556825572318044	1	1.52365803718567
1	0.709561290517515	1	1.6105740070343
0	0.503119682062252	1	1.55401110649109
0	0.461403343795853	0	1.65882992744446
1	0.656163464131791	1	1.64022707939148
1	0.253752971796301	0	1.5619068145752
0	0.507485347341506	1	1.52956795692444
1	0.538297661345296	1	1.62264800071716
1	0.351195170454802	0	1.58350396156311
1	0.258219558768677	0	1.62509489059448
1	0.392841423323901	0	1.53854703903198
1	0.570644259862392	1	1.56565713882446
1	0.527571395620202	1	1.58222198486328
1	0.69754064885438	1	1.53512191772461
0	0.460220005517959	0	1.61123204231262
1	0.573487789663314	1	1.57935500144958
1	0.584324814763225	1	1.64349389076233
1	0.363537430915396	0	1.65453791618347
0	0.526836927672505	1	1.62991690635681
1	0.58151324189933	1	1.55368399620056
1	0.624498158451034	1	1.54016494750977
1	0.477087195056809	0	1.59766006469727
1	0.501158365237634	1	1.53003215789795
1	0.378031935186519	0	1.65750503540039
1	0.444366414921969	0	1.61460399627686
0	0.480535675428532	0	1.52107787132263
1	0.726526563127849	1	1.55802989006042
1	0.68588673411778	1	1.63899397850037
0	0.418855449052946	0	1.59505009651184
0	0.520055752598459	1	1.62202978134155
1	0.689502563364213	1	1.59987211227417
1	0.764286989794437	1	1.63814401626587
1	0.320067382781067	0	1.65934109687805
1	0.630672983331924	1	1.55652713775635
0	0.484264517783272	0	1.53805088996887
1	0.641558794446599	1	1.66430282592773
1	0.563102479122081	1	1.58813095092773
0	0.616818138804002	1	1.57854795455933
1	0.504677387899107	1	1.63429403305054
1	0.34194742943991	0	1.59358811378479
1	0.659347964432067	1	1.58784890174866
1	0.547793399637209	1	1.66353011131287
1	0.411533421024628	0	1.63387703895569
1	0.497113432570263	0	1.52899503707886
1	0.304053966171737	0	1.58557486534119
1	0.319862500622061	0	1.61866784095764
1	0.637595033619473	1	1.66413903236389
1	0.507609945625867	1	1.6086630821228
0	0.563891130630103	1	1.5426459312439
1	0.393247044487622	0	1.4664409160614
1	0.611250761156238	1	1.61623501777649
1	0.393093195067147	0	1.54307103157043
1	0.486236947806325	0	1.56825685501099
1	0.236015461735105	0	1.67911505699158
1	0.465901661564468	0	1.61182188987732
1	0.297764126488238	0	1.643883228302
1	0.340924316650845	0	1.63943791389465
1	0.470442155581901	0	1.62441802024841
0	0.412346335478778	0	1.58098101615906
1	0.457422110836725	0	1.59709692001343
1	0.555594736728024	1	1.61161398887634
1	0.310750006055502	0	1.63697695732117
0	0.503371076891576	1	1.590008020401
1	0.288431907572283	0	1.5973072052002
1	0.561201501579562	1	1.6033890247345
1	0.470423911971418	0	1.57503414154053
0	0.48315657021364	0	1.6204719543457
1	0.680474513111517	1	1.6262378692627
1	0.418271036722818	0	1.59890413284302
1	0.670083295268777	1	1.61279296875
1	0.577405272164195	1	1.591717004776
1	0.266238045159412	0	1.57049989700317
1	0.3718230626087	0	1.6226921081543
1	0.296189490825633	0	1.59361791610718
0	0.454649039710238	0	1.58709001541138
1	0.713477117469627	1	1.65599608421326
1	0.517389450368335	1	1.622389793396
1	0.527824159137498	1	1.60648417472839
1	0.256614734737372	0	1.62652707099915
0	0.41437398374352	0	1.59343099594116
1	0.214602037786419	0	1.60128903388977
0	0.481201156240613	0	1.63432121276855
0	0.449192797605498	0	1.56104612350464
1	0.539231825089298	1	1.60347604751587
1	0.709350773332539	1	1.56399393081665
1	0.24073500402002	0	1.60406899452209
1	0.568239637356464	1	1.62079191207886
1	0.258908269691227	0	1.60995411872864
1	0.702131827662754	1	1.59218621253967
1	0.595342005762012	1	1.49814200401306
1	0.368182154923844	0	1.4853458404541
1	0.660891452097176	1	1.47882390022278
1	0.601371181600171	1	1.58373618125916
1	0.553470303889175	1	1.62968611717224
