Correct	Eps	Cds	T
0	0.551550778720231	1	0.228648900985718
1	0.405660484744542	0	0.175375938415527
1	0.54938936033958	1	0.181544065475464
1	0.432083073012316	0	0.182163953781128
1	0.656221845475779	1	0.184218883514404
1	0.510358432678734	1	0.176617860794067
1	0.44086628523647	0	0.179038047790527
1	0.874766214700155	1	0.18002986907959
1	0.734133150666369	1	0.174517154693604
1	0.573870365118528	1	0.179509878158569
1	0.645547679837616	1	0.179921865463257
1	0.532500714887749	1	0.174232006072998
1	0.803440306683222	1	0.179031848907471
1	0.22767427542865	0	0.175883054733276
1	0.448966174881008	0	0.177724838256836
1	0.661364229452877	1	0.180432081222534
1	0.450869088438125	0	0.176203012466431
1	0.580722705124232	1	0.178117990493774
1	0.454419796695208	0	0.175286054611206
1	0.778349312400492	1	0.185343027114868
1	0.658492547148088	1	0.179066896438599
1	0.394991228113263	0	0.17929482460022
0	0.31796462553443	0	0.177327871322632
0	0.381475372101532	0	0.194406986236572
1	0.717115289256849	1	0.19779896736145
1	0.369147290404793	0	0.199351072311401
1	0.182107416018502	0	0.19703483581543
1	0.328827952852417	0	0.199926853179932
1	0.487502232222371	0	0.195720911026001
0	0.545751415369658	1	0.182651996612549
1	0.463072620502976	0	0.175881862640381
1	0.367555258979107	0	0.180945873260498
0	0.56676596699224	1	0.186250925064087
1	0.570237021088146	1	0.181719064712524
1	0.596366483335476	1	0.184848070144653
1	0.661309413270772	1	0.186873912811279
1	0.244481095320793	0	0.186305999755859
1	0.679709475674289	1	0.185449123382568
0	0.468618285091968	0	0.187029838562012
1	0.306493392705113	0	0.187851905822754
1	0.379488792070287	0	0.189453840255737
1	0.650355800157338	1	0.186172008514404
1	0.660923724375807	1	0.186375856399536
1	0.574624981299624	1	0.188918113708496
1	0.241270781006224	0	0.185419797897339
0	0.481517856710272	0	0.186913013458252
1	0.341090017358691	0	0.185641050338745
1	0.683903803264063	1	0.189529895782471
1	0.453676737010541	0	0.192691087722778
1	0.441078031950728	0	0.190873146057129
1	0.666381766602566	1	0.189152002334595
1	0.209535270155985	0	0.186251878738403
0	0.386086465761906	0	0.192567825317383
1	0.766914131209039	1	0.190088987350464
0	0.344620447807624	0	0.188240051269531
1	0.74719396897951	1	0.190032958984375
1	0.378595274768782	0	0.191552877426147
1	0.421233627885288	0	0.1873459815979
1	0.525788396021185	1	0.185179233551025
1	0.626842687643528	1	0.184279918670654
1	0.238568397119401	0	0.185932874679565
0	0.392966185807149	0	0.187914133071899
1	0.716403660828385	1	0.189610958099365
1	0.374623585710821	0	0.185823202133179
1	0.322073432061021	0	0.188318014144897
1	0.573044617428656	1	0.187968015670776
1	0.207180974155692	0	0.187772989273071
1	0.535001060049853	1	0.188592910766602
1	0.702327820427291	1	0.184887886047363
0	0.541987289737253	1	0.187077045440674
1	0.380805959356706	0	0.188338994979858
1	0.446534352166564	0	0.169663190841675
0	0.535731148820235	1	0.19579291343689
1	0.52193933730876	1	0.192326784133911
1	0.500475631091448	1	0.195060014724731
1	0.164258549728121	0	0.196485996246338
1	0.666554434828658	1	0.196470975875854
0	0.479164853899157	0	0.202907085418701
1	0.501507346447995	1	0.193161010742188
1	0.597722022692653	1	0.196187973022461
1	0.375861543270539	0	0.199976921081543
1	0.583227924286732	1	0.19472599029541
1	0.794900986505422	1	0.194761991500854
1	0.228266032990992	0	0.196707963943481
0	0.351348852204668	0	0.195524930953979
1	0.533860285557661	1	0.18804407119751
0	0.54109199464119	1	0.186264991760254
1	0.332875027285496	0	0.190119981765747
0	0.453771407984781	0	0.208523988723755
0	0.588065994211008	1	0.186456918716431
1	0.404483734309579	0	0.186145067214966
1	0.415284936072955	0	0.188254833221436
1	0.756346093594994	1	0.190629005432129
0	0.498523484443282	0	0.186168909072876
1	0.620364599592332	1	0.189870834350586
1	0.316809063068133	0	0.191839933395386
1	0.620830404088477	1	0.1876060962677
1	0.646868609122176	1	0.193199157714844
1	0.455684567276785	0	0.187544107437134
1	0.654515447936124	1	0.190753936767578
