Correct	Eps	Cds	T
0	0.540655215787626	1	5.31807112693787
1	0.496645419574621	0	5.45279407501221
0	0.49108283515588	0	5.57325792312622
1	0.479959822216337	0	5.37382102012634
0	0.444061327188221	0	5.35129189491272
1	0.379331562982644	0	5.02744698524475
0	0.521269032566012	1	5.09409308433533
0	0.576313896432979	1	5.13433599472046
1	0.471776885996445	0	5.1877977848053
1	0.49879943710845	0	5.17625308036804
1	0.500447750295308	1	5.08740019798279
1	0.557109480148777	1	5.10485887527466
1	0.392908367229738	0	5.25073385238647
1	0.474613497679784	0	5.23931002616882
1	0.418103952468428	0	5.3031210899353
0	0.402730971016717	0	5.21795797348022
1	0.551627004365822	1	5.33153700828552
0	0.451617805544487	0	5.37800097465515
1	0.576691908221672	1	5.58805704116821
0	0.497370236998412	0	5.31188488006592
1	0.495154984720392	0	5.26103401184082
0	0.4920100679732	0	5.2096312046051
0	0.427978471204161	0	5.30597901344299
1	0.481346527257458	0	5.22280311584473
1	0.624833691031775	1	5.3059549331665
1	0.476638419131686	0	5.2701051235199
1	0.482181294134533	0	5.26387500762939
0	0.510242363835405	1	5.24376893043518
1	0.564519482207405	1	5.42713618278503
1	0.483325869978666	0	5.46035313606262
0	0.47406660956405	0	5.51942110061646
1	0.479623232422984	0	5.404452085495
1	0.661081333784421	1	5.27999997138977
0	0.502362168292644	1	5.25462794303894
0	0.487209316036441	0	5.24571108818054
0	0.510436327707283	1	5.23203992843628
1	0.382690459876564	0	5.24787712097168
1	0.427757348053731	0	5.25906991958618
1	0.46875166961839	0	5.22993111610413
1	0.518804023598131	1	5.34997200965881
0	0.639652718053554	1	5.38884305953979
0	0.463843151299383	0	5.23659896850586
1	0.659872538031471	1	5.2858099937439
1	0.435895876171991	0	5.21549677848816
1	0.506567394557198	1	5.223965883255
0	0.455034376183451	0	5.28163003921509
0	0.535688956815882	1	5.22799015045166
1	0.429176052175897	0	5.22340297698975
0	0.49401806072733	0	5.13908505439758
0	0.435415967814855	0	5.10653710365295
0	0.423411963343393	0	5.09921193122864
0	0.548415463924108	1	5.27927303314209
1	0.448578077895032	0	5.01602697372437
1	0.489881695177742	0	5.26056313514709
0	0.532760861464105	1	5.24430704116821
1	0.462812114603593	0	5.26232290267944
0	0.483423942381885	0	5.10280704498291
1	0.582323896019032	1	5.1417829990387
0	0.483616358683996	0	5.07760000228882
1	0.4747047026329	0	5.10613107681274
0	0.507850254001222	1	5.1120400428772
0	0.487316946393133	0	5.15232300758362
1	0.53344057434498	1	5.12114715576172
0	0.534907994895063	1	5.22262716293335
0	0.490534518750168	0	5.45535898208618
0	0.53918816813096	1	5.44404315948486
0	0.495085296672703	0	5.48922181129456
1	0.431493294262003	0	5.41212582588196
1	0.483209688296324	0	5.26855111122131
0	0.523479949665976	1	5.07543301582336
0	0.494796376416211	0	5.16255211830139
1	0.448947584643622	0	5.44619679450989
1	0.540177777526063	1	5.08631205558777
1	0.527209183682782	1	5.29270005226135
0	0.493122732587546	0	5.2804160118103
0	0.497881502313044	0	5.18026208877563
0	0.526972082319337	1	5.1342887878418
1	0.628412733547153	1	5.10397505760193
1	0.485456391393642	0	5.27100706100464
1	0.606479632976512	1	5.20021200180054
0	0.493670500318181	0	5.2614598274231
1	0.475610121387465	0	5.13751602172852
1	0.482206606079876	0	5.07028484344482
0	0.490088526444838	0	5.08363199234009
1	0.585905686047521	1	5.15047907829285
0	0.495677446305083	0	5.13011789321899
0	0.552168025407338	1	5.17109298706055
1	0.498638094553213	0	5.23168396949768
0	0.500172191956864	1	5.26337289810181
0	0.456355782429815	0	5.18855714797974
0	0.457732817099698	0	5.17351579666138
0	0.525346898827847	1	5.29593801498413
1	0.450898518786065	0	5.41628789901733
0	0.44407329537378	0	5.42062902450562
0	0.460809738912927	0	5.65053200721741
0	0.467282172198154	0	5.27664589881897
0	0.45677256028036	0	5.3297381401062
0	0.451253349618054	0	5.19909906387329
1	0.472330549557967	0	5.38966202735901
0	0.481471250019596	0	5.17383790016174
