Correct	Eps	Cds	T	DXY	DYX	PV
1	0.99546740472908	->	4.52608609199524	0.99546740472908	0.00453259527091965	0
1	0.513039958745312	->	4.87946796417236	0.513039958745312	0.486960041254688	0
1	0.583672194808945	->	4.91301608085632	0.583672194808945	0.416327805191055	0
1	0.691509333774075	->	4.90583300590515	0.691509333774075	0.308490666225925	0
1	0.96484944738989	->	55.2603299617767	0.96484944738989	0.0351505526101097	0
1	0.957331292102588	->	54.5515501499176	0.957331292102588	0.0426687078974118	0
1	0.970660674192097	->	54.702033996582	0.970660674192097	0.0293393258079025	0
1	0.987807917419947	->	58.3847260475159	0.987807917419947	0.0121920825800526	0
1	0.864710041117436	->	58.2480089664459	0.864710041117436	0.135289958882564	0
1	0.934173942874609	->	57.91557097435	0.934173942874609	0.0658260571253915	0
1	0.966062730577172	->	58.1437590122223	0.966062730577172	0.0339372694228283	0
0	0.0250254820280349	<-	69.1379241943359	0.0250254820280349	0.974974517971965	0
1	0.917347680163927	->	5.54693198204041	0.917347680163927	0.0826523198360734	0
1	0.818199751399468	->	5.34133195877075	0.818199751399468	0.181800248600532	0
1	0.989770496916089	->	5.19063305854797	0.989770496916089	0.0102295030839107	0
1	0.925669895472087	->	5.38902592658997	0.925669895472087	0.0743301045279127	0
0	0.00780648134741665	<-	69.0094518661499	0.00780648134741665	0.992193518652583	0
0	0.363390679794264	<-	4.36269497871399	0.363390679794264	0.636609320205736	0
0	0.0620420042602506	<-	2.64919281005859	0.0620420042602506	0.937957995739749	0
1	0.592892453455287	->	4.89755296707153	0.592892453455287	0.407107546544713	0
0	0.00655771557924648	<-	4.89211511611938	0.00655771557924648	0.993442284420754	0
1	0.6528886969717	->	6.31361198425293	0.6528886969717	0.3471113030283	0
1	0.516279077572061	->	6.30273294448853	0.516279077572061	0.483720922427939	0
1	0.55963122206324	->	6.37455701828003	0.55963122206324	0.44036877793676	0
1	0.860327532162648	->	14.2101690769196	0.860327532162648	0.139672467837352	0
1	0.819516887447938	->	13.0454249382019	0.819516887447938	0.180483112552062	0
1	0.763716155430055	->	12.9865560531616	0.763716155430055	0.236283844569945	0
1	0.57261553472437	->	12.8137769699097	0.57261553472437	0.42738446527563	0
0	0.248115353940512	<-	13.0148131847382	0.248115353940512	0.751884646059487	0
1	0.830080703894605	->	13.2498021125793	0.830080703894605	0.169919296105395	0
1	0.830478320468225	->	14.1167469024658	0.830478320468225	0.169521679531775	0
1	0.737268052701449	->	14.0824480056763	0.737268052701449	0.262731947298551	0
0	0.408088020552819	<-	4.78865504264832	0.408088020552819	0.591911979447181	0
0	0.141427367592263	<-	4.89328598976135	0.141427367592263	0.858572632407737	0
0	0.158449757864842	<-	4.69193387031555	0.158449757864842	0.841550242135158	0
0	0.248011479810727	<-	4.62252807617188	0.248011479810727	0.751988520189273	0
0	0.0917048891784572	<-	4.71876287460327	0.0917048891784572	0.908295110821543	0
1	0.612107157076393	->	10.5534379482269	0.612107157076393	0.387892842923607	0
0	0.0819214130434305	<-	5.3979229927063	0.0819214130434305	0.91807858695657	0
0	0.467911624162513	<-	10.3097250461578	0.467911624162513	0.532088375837487	0
0	0.262618519569074	<-	10.8872268199921	0.262618519569074	0.737381480430926	0
1	0.955806422794853	->	123.755522012711	0.955806422794853	0.0441935772051474	0
1	0.502657431970461	->	138.117893218994	0.502657431970461	0.497342568029539	0
1	0.504830486898743	->	140.482403039932	0.504830486898743	0.495169513101257	0
1	0.506729600132087	->	133.885938167572	0.506729600132087	0.493270399867913	0
0	0.480672061141632	<-	140.443881034851	0.480672061141632	0.519327938858368	0
0	0.999967109344893	->	3.53302407264709	0.999967109344893	3.28906551070318e-05	0
1	0.186469841879822	<-	2.64054083824158	0.186469841879822	0.813530158120178	0
0	0.780396986219468	->	5.1604118347168	0.780396986219468	0.219603013780532	0
0	0.756962263006338	->	4.89494395256042	0.756962263006338	0.243037736993662	0
0	0.664567117534029	->	5.01359009742737	0.664567117534029	0.335432882465971	0
1	0.30349662097402	<-	2.66831994056702	0.30349662097402	0.69650337902598	0
1	0.300926671249612	<-	2.71785712242126	0.300926671249612	0.699073328750388	0
1	0.296366994089696	<-	2.68607592582703	0.296366994089696	0.703633005910304	0
1	0.290752018430658	<-	2.75040793418884	0.290752018430658	0.709247981569342	0
1	0.287382107859954	<-	2.66852784156799	0.287382107859954	0.712617892140046	0
1	0.279647150544771	<-	3.69078397750854	0.279647150544771	0.720352849455229	0
1	0.274158957575671	<-	2.71205806732178	0.274158957575671	0.725841042424329	0
1	0.265626275336838	<-	2.73978185653687	0.265626275336838	0.734373724663162	0
0	0.311960338333808	<-	2.21296501159668	0.311960338333808	0.688039661666192	0
0	0.490410149911636	<-	18.8155128955841	0.490410149911636	0.509589850088364	0
0	0.497083471382302	<-	17.3224420547485	0.497083471382302	0.502916528617698	0
0	0.465879088346555	<-	16.8049478530884	0.465879088346555	0.534120911653445	0
0	0.999973864249923	->	6.51944398880005	0.999973864249923	2.61357500774828e-05	0
1	0.161780141635144	<-	220.056668996811	0.161780141635144	0.838219858364855	0
1	0.930528322810651	->	61.2221529483795	0.930528322810651	0.0694716771893488	0
1	0.990885868125728	->	21.4982929229736	0.990885868125728	0.00911413187427168	0
1	0.00314857596492722	<-	69.4646949768066	0.00314857596492722	0.996851424035073	0
1	0.99888863915834	->	2.67625093460083	0.99888863915834	0.00111136084166041	0
1	0.00454774008926583	<-	2.75319504737854	0.00454774008926583	0.995452259910734	0
0	0.414833845844033	<-	4.92099404335022	0.414833845844033	0.585166154155967	0
1	0.00357778901509792	<-	108.993643045425	0.00357778901509792	0.996422210984902	0
1	0.9833919008924	->	8.86950016021729	0.9833919008924	0.0166080991076003	0
1	0.0483974810873939	<-	9.1049690246582	0.0483974810873939	0.951602518912606	0
1	0.0199329684219421	<-	9.01951122283936	0.0199329684219421	0.980067031578058	0
1	0.783060723169319	->	4.57092809677124	0.783060723169319	0.216939276830681	0
1	0.803064355200401	->	4.49093079566956	0.803064355200401	0.196935644799599	0
1	0.837522128789584	->	4.53505611419678	0.837522128789584	0.162477871210416	0
0	0.505892102374324	->	36.4823260307312	0.505892102374324	0.494107897625676	0
1	0.924569280691227	->	12.3758659362793	0.924569280691227	0.0754307193087731	0
0	0.10336490390783	<-	8.28020596504211	0.10336490390783	0.89663509609217	0
1	0.529252340564313	->	96.577584028244	0.529252340564313	0.470747659435687	0
1	0.989524120371677	->	3.26186990737915	0.989524120371677	0.0104758796283234	0
0	0.628604858483607	->	1.6561291217804	0.628604858483607	0.371395141516393	0
0	0.61660804286702	->	1.60258793830872	0.61660804286702	0.38339195713298	0
1	0.95026174287361	->	1.87063717842102	0.95026174287361	0.0497382571263897	0
1	0.104703437685359	<-	1.89176106452942	0.104703437685359	0.895296562314641	0
1	0.542593440114572	->	5.33663487434387	0.542593440114572	0.457406559885428	0
0	0.407707729311527	<-	117.773458957672	0.407707729311527	0.592292270688473	0
0	0.12352102007191	<-	121.851665019989	0.12352102007191	0.87647897992809	0
0	0.166777707240966	<-	117.547380208969	0.166777707240966	0.833222292759034	0
0	0.364285607146885	<-	2.56496095657349	0.364285607146885	0.635714392853115	0
1	0.771489535905868	->	1.24597501754761	0.771489535905868	0.228510464094132	0
1	0.454575621080706	<-	28.3798570632935	0.454575621080706	0.545424378919294	0
1	0.514555255144579	->	2.62529420852661	0.514555255144579	0.485444744855421	0
1	0.757670231055521	->	3.70758199691772	0.757670231055521	0.242329768944479	0
1	0.898072492819908	->	1.38252210617065	0.898072492819908	0.101927507180092	0
1	0.941143380427083	->	1.39355492591858	0.941143380427083	0.0588566195729172	0
