Correct	Eps	Cds	T
1	0.557979299740156	1	5.4110279083252
1	0.456413291450367	0	5.22591996192932
1	0.612941629909205	1	5.32965707778931
1	0.555687032976289	1	5.24081087112427
1	0.485637171979923	0	5.86221098899841
1	0.458591480422609	0	5.24014496803284
1	0.40645971186882	0	5.20273995399475
1	0.51274730362055	1	5.33275508880615
1	0.439875015867753	0	5.24361109733582
1	0.441010107468843	0	4.86212205886841
1	0.590377210400387	1	4.83853197097778
1	0.521608676081772	1	4.76782202720642
1	0.430880338245742	0	4.86201310157776
1	0.483324842494012	0	5.14270377159119
1	0.576792539604761	1	5.24150609970093
1	0.476473964927547	0	5.19331002235413
1	0.453322636694375	0	4.90607905387878
1	0.54006825237036	1	4.89911913871765
1	0.440481805457092	0	5.19916605949402
1	0.580768113429208	1	5.13519096374512
1	0.402606562749699	0	5.2277660369873
1	0.436402100240418	0	5.18308115005493
1	0.43245059421697	0	5.16361308097839
1	0.564365613144103	1	5.17340588569641
1	0.442471768841728	0	5.22477889060974
1	0.599579502589789	1	5.14007377624512
1	0.53282164566737	1	5.20014691352844
1	0.601113335423435	1	5.13265800476074
1	0.607668549768493	1	5.17846703529358
1	0.578511920359638	1	5.32621097564697
1	0.538060012789005	1	5.23439192771912
1	0.455884663718902	0	5.27423095703125
1	0.572681748103885	1	5.19081711769104
1	0.568984947997226	1	5.21510410308838
1	0.582050808928218	1	5.23605585098267
1	0.583554745025579	1	5.21006512641907
1	0.450563102411484	0	5.23739504814148
1	0.60458794950057	1	5.20194387435913
1	0.412129800340923	0	5.26615285873413
1	0.443049472679283	0	5.17000412940979
1	0.578836667912229	1	4.8063600063324
1	0.538717355076897	1	4.9223370552063
1	0.519332268821749	1	4.63392114639282
1	0.567722883664261	1	5.2178361415863
1	0.591010090482493	1	5.13831806182861
1	0.450357564232305	0	5.22194314002991
1	0.545285570040449	1	5.15449190139771
1	0.477127474755216	0	5.1837420463562
1	0.466332937801924	0	5.18040800094604
1	0.490881434443544	0	5.12838315963745
1	0.55461459828606	1	4.70631289482117
1	0.545014631261176	1	4.77459597587585
1	0.403634630807708	0	4.65320992469788
1	0.517434604147744	1	4.69748997688293
1	0.42029751794748	0	5.05660080909729
1	0.464832467867882	0	4.97202086448669
1	0.392787784268343	0	5.01055097579956
1	0.470592379816134	0	5.14254903793335
1	0.584230917490867	1	4.86754393577576
1	0.556106815033644	1	5.00812101364136
1	0.408502740762621	0	4.86513710021973
1	0.477916488019568	0	5.24644804000854
1	0.346740878812146	0	5.11872911453247
1	0.568829822964953	1	5.22458481788635
1	0.386933026366769	0	4.84713292121887
1	0.457820947067658	0	4.97367906570435
1	0.553987613322099	1	5.27784991264343
1	0.539486855036662	1	5.27569699287415
1	0.588414577847845	1	5.16017317771912
1	0.614923498172481	1	5.18591904640198
1	0.423435711211201	0	5.13145112991333
1	0.452345113244137	0	5.14457511901855
1	0.614969692054068	1	5.26294112205505
1	0.573359786116831	1	5.14887189865112
1	0.581060104897197	1	5.10461497306824
1	0.372804037397416	0	5.18597197532654
1	0.463914332312609	0	5.16982197761536
1	0.613980944907887	1	5.09044098854065
1	0.415739834839754	0	5.12013912200928
1	0.411349193700635	0	4.78908491134644
1	0.589603673779784	1	4.87623000144958
1	0.561484004448225	1	4.88510298728943
1	0.422056891496413	0	4.6533989906311
1	0.446872056681014	0	4.66041898727417
1	0.567216978148812	1	4.76563215255737
1	0.469271762456124	0	5.14299201965332
1	0.45139146640278	0	5.02509784698486
1	0.458258738774098	0	4.93111705780029
1	0.413285221404127	0	4.74976897239685
1	0.389267941011814	0	4.68975615501404
1	0.551077356100605	1	4.69208884239197
1	0.540273237230806	1	4.69259715080261
1	0.572441985515068	1	4.9105761051178
1	0.439500049245068	0	4.7915210723877
1	0.58767589819269	1	4.98190903663635
1	0.45289793001074	0	4.71323800086975
1	0.584566135753708	1	4.64532399177551
1	0.566087155277696	1	4.73277711868286
1	0.553832038479665	1	5.08159780502319
1	0.414943267329105	0	5.19378590583801
