Correct	Eps	Cds	T	DXY	DYX	PV
1	0.995488982364007	->	2.64493298530579	0.995488982364007	0.0045110176359926	0
1	0.512609520577214	->	2.51436591148376	0.512609520577214	0.487390479422786	0
1	0.583754199313815	->	2.72756481170654	0.583754199313815	0.416245800686185	0
1	0.692502760865393	->	2.68337798118591	0.692502760865393	0.307497239134607	0
1	0.964879560287403	->	30.2051351070404	0.964879560287403	0.0351204397125967	0
1	0.957327023276999	->	29.8062942028046	0.957327023276999	0.0426729767230007	0
1	0.97071020876276	->	28.6180679798126	0.97071020876276	0.02928979123724	0
1	0.987849211756322	->	30.0908880233765	0.987849211756322	0.0121507882436784	0
1	0.864651635633033	->	30.6797189712524	0.864651635633033	0.135348364366967	0
1	0.93414443911693	->	28.870943069458	0.93414443911693	0.06585556088307	0
1	0.966052747095089	->	28.787652015686	0.966052747095089	0.0339472529049113	0
0	0.0251012976647873	<-	34.6929020881653	0.0251012976647873	0.974898702335213	0
1	0.918108329155694	->	2.72957611083984	0.918108329155694	0.0818916708443063	0
1	0.818132645073474	->	2.75561308860779	0.818132645073474	0.181867354926526	0
1	0.989758844682816	->	2.71163201332092	0.989758844682816	0.0102411553171842	0
1	0.926157568264443	->	2.75192594528198	0.926157568264443	0.0738424317355573	0
0	0.00780752688589313	<-	34.8509740829468	0.00780752688589313	0.992192473114107	0
0	0.365074374875024	<-	2.17203402519226	0.365074374875024	0.634925625124976	0
0	0.062445656793577	<-	1.3578999042511	0.062445656793577	0.937554343206423	0
1	0.593869138736912	->	2.42559194564819	0.593869138736912	0.406130861263088	0
0	0.00655857753913029	<-	2.43690013885498	0.00655857753913029	0.99344142246087	0
1	0.651326996697215	->	3.12883996963501	0.651326996697215	0.348673003302785	0
1	0.517010561869872	->	3.13482093811035	0.517010561869872	0.482989438130128	0
1	0.55922298265701	->	3.15623903274536	0.55922298265701	0.44077701734299	0
1	0.860346916051104	->	7.10409498214722	0.860346916051104	0.139653083948896	0
1	0.819729885861009	->	7.19553709030151	0.819729885861009	0.180270114138991	0
1	0.764638403081379	->	7.11805391311646	0.764638403081379	0.235361596918621	0
1	0.571396404663604	->	7.12495613098145	0.571396404663604	0.428603595336396	0
0	0.248112114053823	<-	7.06700706481934	0.248112114053823	0.751887885946177	0
1	0.829717330922486	->	7.17884802818298	0.829717330922486	0.170282669077514	0
