Correct	Eps	Cds	T	DXY	DYX	PV
1	0.995678985489168	->	0.541661977767944	0.995678985489168	0.00432101451083244	0
1	0.514214744218322	->	0.531053066253662	0.514214744218322	0.485785255781678	0
1	0.593257145965246	->	0.501313924789429	0.593257145965246	0.406742854034754	0
1	0.692447938476531	->	0.519371032714844	0.692447938476531	0.307552061523469	0
1	0.965860279261481	->	6.64593696594238	0.965860279261481	0.0341397207385192	0
1	0.957305272740466	->	6.11981797218323	0.957305272740466	0.0426947272595344	0
1	0.971198145882157	->	6.12632203102112	0.971198145882157	0.0288018541178431	0
1	0.987974084240996	->	6.70411992073059	0.987974084240996	0.0120259157590044	0
1	0.862140628388232	->	6.62643694877625	0.862140628388232	0.137859371611768	0
1	0.932404167346059	->	6.69659996032715	0.932404167346059	0.0675958326539413	0
1	0.96507890766328	->	6.52447485923767	0.96507890766328	0.0349210923367205	0
0	0.0268382163548477	<-	7.44749808311462	0.0268382163548477	0.973161783645152	0
1	0.916755229024891	->	0.5588219165802	0.916755229024891	0.0832447709751085	0
1	0.813388005218923	->	0.573280096054077	0.813388005218923	0.186611994781077	0
1	0.990053287320698	->	0.572118997573853	0.990053287320698	0.00994671267930169	0
1	0.926108718737445	->	0.568879127502441	0.926108718737445	0.0738912812625553	0
0	0.00733739449129811	<-	7.12844300270081	0.00733739449129811	0.992662605508702	0
0	0.36163592353263	<-	0.444186210632324	0.36163592353263	0.63836407646737	0
0	0.0585136374491352	<-	0.279067039489746	0.0585136374491352	0.941486362550865	0
1	0.62037479662572	->	0.497278928756714	0.62037479662572	0.37962520337428	0
0	0.00619189916382616	<-	0.491480112075806	0.00619189916382616	0.993808100836174	0
1	0.655378731664525	->	0.651404142379761	0.655378731664525	0.344621268335475	0
1	0.525109724653072	->	0.652074098587036	0.525109724653072	0.474890275346928	0
1	0.567752804680873	->	0.638612031936646	0.567752804680873	0.432247195319127	0
1	0.861358840287709	->	1.46110892295837	0.861358840287709	0.138641159712291	0
1	0.839649526596164	->	1.45316791534424	0.839649526596164	0.160350473403836	0
1	0.804743374888996	->	1.44604802131653	0.804743374888996	0.195256625111004	0
1	0.557816157674332	->	1.47341108322144	0.557816157674332	0.442183842325668	0
0	0.258159912806591	<-	1.44266581535339	0.258159912806591	0.741840087193409	0
1	0.831239483628753	->	1.47236204147339	0.831239483628753	0.168760516371247	0
1	0.825216144254588	->	1.47056698799133	0.825216144254588	0.174783855745412	0
1	0.730327890650877	->	1.68427801132202	0.730327890650877	0.269672109349123	0
0	0.440178450966475	<-	0.560081958770752	0.440178450966475	0.559821549033525	0
0	0.152148996205052	<-	0.577986001968384	0.152148996205052	0.847851003794948	0
0	0.176011961207127	<-	0.54743218421936	0.176011961207127	0.823988038792873	0
0	0.276576294199893	<-	0.547683954238892	0.276576294199893	0.723423705800107	0
0	0.0999594112647535	<-	0.578253984451294	0.0999594112647535	0.900040588735247	0
1	0.62847961371908	->	1.23941779136658	0.62847961371908	0.37152038628092	0
0	0.0882590444773903	<-	0.626070976257324	0.0882590444773903	0.91174095552261	0
0	0.488222193180604	<-	1.15000605583191	0.488222193180604	0.511777806819396	0
0	0.267840494854458	<-	1.22369790077209	0.267840494854458	0.732159505145542	0
1	0.962163870246151	->	14.5377700328827	0.962163870246151	0.0378361297538492	0
1	0.504011022720661	->	16.3344609737396	0.504011022720661	0.495988977279339	0
1	0.505888109624066	->	16.1977498531342	0.505888109624066	0.494111890375934	0
1	0.510464199733923	->	16.1904640197754	0.510464199733923	0.489535800266077	0
0	0.496976128853979	<-	15.9474430084229	0.496976128853979	0.503023871146021	0
0	0.999971146987895	->	0.400044918060303	0.999971146987895	2.8853012104979e-05	0
1	0.165668761826966	<-	0.269520998001099	0.165668761826966	0.834331238173034	0
0	0.778476316125491	->	0.556149959564209	0.778476316125491	0.221523683874509	0
0	0.749099462764521	->	0.573544979095459	0.749099462764521	0.250900537235479	0
